108,2
109,2
110,2
111,1
343,4
900,8
725,11
777,5
1305,1
1531,1
118,11
120,3
121,3
123,3
124,27
125,6
126,2
127,4
128,7
129,3
687,2
925,9
646,1
1469,1
190,1
241,6
461,2
529,6
887,1
993,3
1057,2
1171,2
1198,1
1325,1
1326,2
1432,1
1480,1
1481,1
1482,1
1483,1
236,1
903,4
227,5
130,1
131,1
132,2
133,4
134,3
183,2
184,1
734,1
763,1
463,2
802,2
1059,5
1524,1
320,2
322,1
364,1
825,6
1540,1
1657,1
1102,1
893,4
1022,9
1736,2
1747,4
1013,8
1567,4
159,2
161,1
1427,1
162,2
163,1
435,1
166,1
167,13
182,1
254,19
430,15
462,1
722,2
809,1
1474,1
1475,1
1476,1
168,2
1363,1
1364,1
171,7
172,6
173,5
174,8
175,8
176,6
177,6
769,4
1230,2
556,9
179,15
188,2
477,12
497,3
604,3
854,5
897,4
968,2
1639,1
180,1
181,56
191,1
195,1
291,5
297,2
424,1
455,1
533,1
588,1
589,1
590,2
591,1
593,1
594,1
595,1
596,1
597,1
598,2
599,1
600,1
601,1
602,2
603,1
605,1
606,1
607,1
608,3
609,1
610,2
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
390,1
953,2
186,1
187,2
1149,8
189,1
192,2
194,2
926,1
1512,1
196,7
197,2
198,4
200,2
201,1
202,3
203,1
1166,2
377,6
381,4
378,6
943,3
1699,1
204,1
205,1
206,2
207,3
208,1
209,1
421,1
211,1
212,10
668,4
933,2
1205,1
1257,1
1258,2
1259,1
1260,3
1261,1
214,1
215,1
822,6
220,1
436,1
222,2
223,6
224,2
507,5
557,1
1278,18
225,3
226,1
228,1
837,3
838,9
839,4
229,1
230,2
1071,1
231,1
376,7
474,5
531,2
681,7
1081,1
1083,1
1085,1
1086,1
233,2
234,2
235,1
1349,2
237,1
238,1
239,2
240,1
252,6
1249,2
1377,1
242,2
243,2
930,2
931,1
932,1
245,5
246,3
247,1
248,2
249,1
250,1
921,3
922,3
270,23
1157,3
1579,1
253,1
271,1
534,1
535,1
536,1
537,1
538,2
539,4
540,1
541,1
542,1
543,4
544,1
545,3
256,2
998,3
757,10
956,5
1295,1
1366,1
1424,1
1546,1
1584,1
1585,1
259,5
262,1
264,1
737,1
770,5
265,1
266,2
745,1
764,3
781,4
945,3
1025,3
1123,4
1468,2
1757,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,2
1783,1
1784,1
273,5
274,1
679,2
680,1
682,2
275,1
276,3
458,2
460,1
279,2
281,7
282,3
567,7
963,4
1055,2
1698,1
1842,1
285,12
1390,2
1391,3
1392,2
1393,1
1394,1
1395,1
286,2
287,1
288,1
289,1
290,2
292,4
293,2
294,2
295,1
665,6
666,2
1099,3
296,1
649,11
1035,3
1036,1
1100,1
775,12
1604,2
1525,3
1153,2
310,1
311,4
934,2
935,3
1246,1
313,4
336,11
371,3
1837,1
314,2
315,7
316,13
1520,1
1521,2
1522,2
683,1
688,1
1014,1
1420,1
1477,1
1490,1
1509,2
1582,1
317,1
318,1
505,11
749,3
951,1
952,1
323,1
324,1
325,1
326,1
327,2
328,2
329,2
330,1
1223,1
1224,1
1225,3
1226,1
1227,1
332,5
333,6
334,13
335,10
337,4
708,4
806,2
807,1
808,1
812,2
813,8
814,1
815,5
817,5
818,2
819,1
820,2
689,2
960,3
961,3
584,2
989,1
990,1
991,1
1692,6
344,2
345,2
346,3
348,4
349,5
350,5
351,2
635,2
636,3
637,2
1104,1
1341,1
352,1
353,5
936,1
937,1
938,4
360,1
361,1
362,1
363,2
746,1
365,1
366,2
1667,1
367,1
368,21
522,2
720,1
766,3
828,3
947,2
983,8
1039,1
1124,1
1147,2
1304,1
1606,1
1629,1
1661,1
1682,1
1683,2
1684,2
1685,1
369,1
370,1
372,2
373,2
375,7
997,4
1015,4
1146,1
906,2
1252,5
1410,1
1411,2
1089,1
1543,2
1544,1
379,2
380,1
382,2
383,2
384,4
856,7
857,7
385,1
386,1
387,1
388,2
1651,1
391,1
392,5
728,2
855,2
984,1
1545,2
394,1
395,1
396,4
1024,2
1774,1
397,1
398,5
1103,1
1634,1
1635,1
440,2
572,2
721,3
895,5
896,5
898,2
1030,6
1518,1
1155,4
863,4
864,3
1701,1
1709,1
1829,1
422,1
423,10
706,1
954,3
955,7
967,2
1176,1
1177,1
1178,1
425,1
426,7
439,1
1040,2
1541,1
1654,1
427,1
429,1
524,1
525,1
526,1
527,1
528,1
532,1
432,1
433,1
434,1
437,2
1006,1
441,1
449,1
512,1
513,1
514,1
515,1
516,1
517,1
443,1
444,1
445,1
446,1
447,1
448,4
1605,1
1662,1
450,1
451,1
452,2
453,1
454,1
456,1
457,3
949,1
459,3
1159,1
1160,1
465,1
466,1
467,1
468,2
469,1
470,5
471,3
472,3
1352,2
1356,1
1357,1
1358,1
1636,1
1637,1
695,5
648,2
795,1
1681,1
1691,1
1665,3
479,4
480,2
481,3
482,3
483,3
924,1
485,1
486,1
488,1
489,2
491,2
492,1
493,1
494,1
495,1
496,1
498,7
499,1
500,2
501,1
502,1
503,1
504,2
1144,1
1461,2
709,4
840,4
1117,6
1311,1
1607,2
508,2
796,4
509,2
510,1
511,1
518,1
519,4
1313,3
1378,1
1379,1
520,1
521,1
523,5
743,3
1407,2
1488,1
1489,1
975,3
1276,2
1017,2
1506,1
1648,1
547,3
548,1
549,1
550,1
551,1
552,11
939,1
940,1
941,1
942,1
944,1
946,1
553,2
554,1
555,1
748,1
1044,1
1045,1
1046,3
1047,1
1048,1
661,6
852,4
1179,1
1431,1
1578,1
1676,1
1734,1
1735,1
559,3
560,1
561,1
564,5
565,1
566,1
568,1
569,1
744,1
957,3
1033,1
1097,1
1098,3
571,1
573,1
574,2
752,4
575,1
576,1
577,1
578,2
1054,4
579,3
580,1
581,2
1641,1
582,1
583,2
1188,1
585,1
586,1
587,1
867,2
899,2
1135,5
1328,4
761,3
1354,1
638,1
639,1
640,2
641,1
1231,1
1288,1
643,2
644,2
645,2
1251,1
691,1
1180,1
1221,1
1333,1
1728,1
784,1
908,1
909,1
910,1
911,1
912,5
914,1
915,3
916,1
1334,1
1342,1
1428,2
1454,3
1611,1
1612,1
1788,1
1430,2
1613,1
662,1
663,1
1192,6
1716,1
1140,2
1729,1
1730,1
1731,1
667,1
758,1
759,1
669,1
670,1
671,2
672,4
673,5
821,1
834,2
835,3
836,2
674,1
675,1
676,2
677,3
678,1
1072,3
1187,4
1426,1
1244,2
1324,3
1429,11
1465,2
1359,3
1238,1
692,1
693,3
778,1
1587,2
694,2
696,1
1092,2
1190,2
697,3
698,2
699,2
700,1
701,3
1228,1
1229,1
702,1
703,1
704,1
705,1
707,2
964,3
1739,1
710,1
712,1
713,2
1455,1
714,1
715,1
717,2
718,1
719,1
1367,1
902,2
1445,1
726,1
727,1
729,4
1173,2
1494,2
1548,2
730,1
731,3
976,1
977,1
732,1
733,6
1161,1
1162,1
1163,1
735,1
736,1
738,1
739,1
1136,1
1245,1
1266,1
1485,1
741,2
742,1
751,1
1302,1
1303,2
1624,2
1771,1
1772,1
753,2
755,2
756,1
1343,1
1344,2
760,2
762,1
1080,1
765,3
1052,1
1053,2
767,1
768,1
1442,3
1732,3
1733,4
771,1
772,6
1043,1
1532,1
1533,1
1534,1
1535,1
773,2
1700,1
830,5
1750,1
1751,1
1752,2
776,1
1510,1
1666,1
1690,1
782,1
783,2
785,6
786,4
787,6
788,1
789,1
790,1
791,1
870,3
871,3
1185,1
792,1
793,1
917,2
918,1
797,1
798,1
800,1
1487,2
804,1
805,1
811,1
892,1
1073,3
1074,1
1075,2
1760,1
1761,1
1762,1
1763,1
824,3
827,1
1309,1
1507,1
1577,1
832,2
833,4
1130,1
1472,2
1336,1
1773,1
846,1
1164,2
1165,2
841,2
1498,1
1694,1
843,2
844,1
847,2
848,1
849,1
850,1
851,4
1271,3
1272,1
853,1
859,2
860,2
1834,1
858,1
861,1
865,1
866,1
948,1
868,1
869,1
872,3
873,3
874,4
875,2
995,3
876,1
877,2
1496,1
881,1
882,1
883,1
884,1
885,1
886,2
888,1
889,1
890,1
891,1
1697,1
1070,1
1274,1
1644,1
1310,1
1473,1
1170,3
1513,1
1602,1
1603,1
901,1
904,1
905,1
907,1
1615,6
1616,1
1617,1
1618,1
1573,1
919,1
920,1
1365,2
927,1
928,2
1010,2
999,3
1720,1
1721,2
970,1
1020,1
1021,1
958,2
959,3
1673,1
962,1
1034,1
1645,1
965,6
966,1
1329,1
1330,1
1331,2
1332,1
1647,1
973,2
974,1
978,3
979,2
980,1
981,1
1376,3
982,1
1529,2
1530,1
985,1
986,3
987,1
994,1
1640,1
996,6
1000,2
1001,2
1002,1
1012,1
1077,1
1449,3
1003,2
1004,3
1005,1
1350,2
1351,1
1007,1
1008,1
1009,1
1011,1
1549,2
1792,2
1793,1
1016,1
1018,2
1373,1
1019,1
1026,3
1027,1
1028,1
1029,1
1078,1
1547,1
1037,1
1038,1
1041,1
1042,2
1409,2
1663,2
1664,4
1049,2
1050,1
1457,2
1056,2
1368,2
1150,4
1151,4
1152,4
1705,1
1242,1
1243,1
1060,1
1061,1
1062,1
1063,2
1156,1
1064,2
1065,2
1066,3
1203,2
1220,1
1434,1
1199,1
1433,1
1087,1
1088,1
1090,1
1091,1
1095,3
1096,3
1382,2
1723,1
1586,1
1101,1
1148,1
1581,1
1413,1
1114,1
1115,1
1116,1
1686,1
1118,4
1119,3
1121,2
1122,2
1646,2
1458,1
1127,2
1128,1
1129,1
1131,1
1132,1
1133,1
1277,2
1297,3
1597,1
1789,1
1790,1
1791,1
1137,3
1138,1
1139,1
1142,1
1143,1
1769,3
1154,1
1158,1
1167,1
1168,1
1169,1
1746,1
1172,2
1174,1
1181,1
1182,2
1656,6
1183,1
1710,1
1722,1
1186,1
1232,1
1189,1
1387,2
1828,1
1193,1
1194,1
1195,1
1196,1
1197,1
1201,1
1293,1
1823,1
1824,2
1825,1
1206,3
1207,2
1208,3
1209,2
1580,1
1614,1
1218,1
1219,1
1235,2
1236,2
1237,3
1306,1
1239,2
1240,1
1241,2
1619,1
1247,1
1248,1
1250,1
1253,1
1254,3
1255,1
1256,2
1335,1
1537,1
1542,1
1262,1
1263,4
1660,1
1674,1
1675,1
1264,1
1265,2
1528,1
1340,2
1269,1
1270,3
1576,1
1655,2
1273,1
1523,2
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1279,1
1280,1
1281,1
1284,1
1285,1
1286,1
1287,1
1289,1
1290,1
1291,1
1292,1
1294,1
1296,1
1298,2
1299,2
1300,1
1319,2
1466,1
1307,1
1308,1
1312,1
1314,1
1315,1
1317,2
1491,3
1320,1
1321,3
1322,2
1323,2
1536,1
1464,2
1497,1
1843,3
1338,1
1339,2
1608,1
1346,1
1347,1
1360,1
1361,1
1369,1
1370,1
1371,1
1372,1
1755,1
1756,1
1380,1
1381,1
1384,1
1385,1
1441,2
1775,1
1609,13
1505,1
1414,5
1415,1
1416,1
1417,1
1418,1
1419,1
1422,1
1423,1
1745,2
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1625,1
1626,1
1677,1
1678,1
1439,1
1440,1
1443,1
1444,1
1446,1
1447,1
1588,1
1589,1
1451,1
1452,1
1453,1
1456,1
1459,2
1460,2
1471,2
1462,1
1463,2
1583,1
1467,1
1470,1
1630,1
1478,1
1479,1
1484,1
1514,1
1492,1
1493,1
1495,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1515,2
1517,1
1519,1
1526,1
1527,1
1538,1
1539,1
1561,1
1562,2
1563,1
1564,2
1575,1
1565,3
1566,3
1568,3
1680,1
1708,1
1569,1
1570,1
1571,1
1572,1
1574,1
1844,1
1592,1
1593,1
1594,1
1595,1
1610,1
1599,1
1724,1
1725,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1687,3
1688,1
1620,1
1621,1
1627,1
1628,1
1642,1
1643,1
1649,1
1650,1
1652,1
1653,1
1704,1
1794,1
1795,1
1796,1
1658,1
1659,1
1689,1
1787,1
1669,2
1670,2
1671,2
1672,1
1679,1
1819,1
1712,1
1744,1
1693,1
1695,1
1696,1
1702,1
1703,1
1706,1
1707,1
1713,1
1714,1
1715,1
1718,1
1719,1
1726,1
1727,1
1749,1
1808,1
1809,1
1810,1
1737,1
1738,1
1740,3
1741,1
1742,1
1743,1
1748,1
1753,1
1758,1
1759,1
1770,1
1785,1
1786,1
1820,2
1821,1
1822,1
1830,1
1831,1
1832,1
1833,1
1835,1
1836,1
1838,1
1839,1
1840,1
1841,1
1855,1
1856,1
1845,1
1846,2
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1857,1
1858,1
1859,1
1860,1
1861,1
1862,2
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
